Наименование ДП,Итого,"Макс. ПДЗ за 2020 год, дней","Сред. ПДЗ за 2020 год, дней","Кол-во просрочек свыше 5-ти дней за 2020 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2020 год, руб.","Кол-во раз ПДЗ за 2020 год, шт.","2016, Основные средства , RUB","2017, Основные средства , RUB","2018, Основные средства , RUB","2019, Основные средства , RUB","2016, Внеоборотные активы, RUB","2017, Внеоборотные активы, RUB","2018, Внеоборотные активы, RUB","2019, Внеоборотные активы, RUB","2016, Дебиторская задолженность, RUB","2017, Дебиторская задолженность, RUB","2018, Дебиторская задолженность, RUB","2019, Дебиторская задолженность, RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2019, Заёмные средства (долгосрочные), RUB","2016, Долгосрочные обязательства, RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2019, Долгосрочные обязательства, RUB","2016, Заёмные средства (краткосрочные), RUB","2018, Заёмные средства (краткосрочные), RUB","2019, Заёмные средства (краткосрочные), RUB","2016, Кредиторская задолженность, RUB","2017, Кредиторская задолженность, RUB","2018, Кредиторская задолженность, RUB","2019, Кредиторская задолженность, RUB","2016, Краткосрочные обязательства, RUB","2017, Краткосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB","2019, Краткосрочные обязательства, RUB","2018, Выручка, RUB","2019, Выручка, RUB","2017, Себестоимость продаж, RUB","2018, Себестоимость продаж, RUB","2019, Себестоимость продаж, RUB","2016, Прибыль (убыток) до налогообложения , RUB","2019, Прибыль (убыток) до налогообложения , RUB","2018, Прибыль (убыток) от продажи, RUB",Факт просрочки
37,30.0,2,1.7,0,0.0,10,547803821.6560509,514936305.732484,567238853.5031847,648532484.0764331,970394904.4585989,871955414.0127388,1273902547.770701,1662570700.636943,3708980254.77707,5346647133.757961,4359543312.101911,364648407.6433121,4791339490.44586,1774678980.89172,0.0,2938853503.184713,4797847133.757961,1794775796.178344,8542038.216560509,3839707643.312102,1405561146.496815,6888977707.00637,2921884713.375796,4639208280.254777,3647255414.012738,3201789171.974522,2590175159.235669,6212650955.414013,8330880891.719745,10385077070.06369,6025005095.541401,4592464968.152866,4639936942.675159,5830250955.414013,4423442038.21656,4284073885.350318,348959235.6687898,-976801273.8853502,-390266242.0382165,True
38,30.0,5,4.666666666666667,0,0.0,3,439101910.8280255,727347770.7006369,809235031.8471338,732549044.5859872,466757961.7834395,868664968.1528662,851544585.987261,1082319108.280255,63111464.96815287,132597452.2292994,196931847.1337579,202457324.8407643,261707643.3121019,395384713.3757961,455742038.2165605,610729299.3630573,438761783.4394904,589096815.2866242,701892356.687898,802043312.1019108,0.0,0.0,0.0,284277070.0636942,403737579.6178344,333090445.8598726,281225477.7070063,286759235.6687898,409200636.9426751,337350318.4713376,286356050.955414,1735392993.630573,2101010828.025478,843056687.8980892,1397642038.21656,1619789808.917198,24929936.30573248,188414012.7388535,196627388.5350318,True
39,20.0,23,7.568181818181818,24,52352862.57961782,44,233785987.2611465,214750955.4140128,201549044.5859872,210656050.955414,523770063.6942675,390543949.0445859,328745859.8726115,337591082.8025477,632858598.7261146,640215286.6242038,894791082.8025477,992092356.687898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251014012.7388535,212945859.8726114,358787898.0891719,429924840.7643312,438771337.5796178,537380254.77707,529714649.6815286,682248407.6433121,620801910.8280255,752063694.2675159,890124840.7643312,1937238216.560509,2159308917.197452,1457558598.726115,1790134394.904458,1966366242.038217,83612101.91082802,122119745.2229299,105588535.0318471,True
40,20.0,3,1.4,0,0.0,5,20459872.61146497,26040764.33121019,25010828.02547771,25912101.91082802,35285987.26114649,40866878.98089172,39675159.23566879,39722929.93630573,156102547.7707006,166480254.77707,229860509.5541401,262850955.4140128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51648407.6433121,71717834.39490445,89315923.56687897,82121019.10828026,51648407.6433121,71717834.39490445,89315923.56687897,82121019.10828026,462073885.3503184,481183439.4904459,405284713.3757961,438868152.866242,465874522.2929936,60119108.28025477,-4222929.936305732,10452866.24203822,True
41,90.0,0,0.0,0,0.0,0,890724840.7643312,785362420.3821656,706541401.2738854,615731847.133758,1636788535.031847,1694073248.407643,2048184076.433121,1953777070.063694,1745473248.407643,2035261783.43949,1768926751.592357,1488861146.496815,0.0,0.0,249331210.1910828,268789808.9171975,96207643.3121019,109541401.2738853,404966242.0382165,650186624.2038217,2546796815.286624,2241767515.923567,2750021656.050956,1269245222.929936,2126847770.700637,2401608280.254777,1673961146.496815,3929095541.401274,4718410828.025477,4884794267.515924,4523306369.426751,3686218471.337579,3221313375.796178,2442061146.496815,3046038216.560509,2960638216.560509,-509769426.7515923,40942038.21656051,228702547.7707006,False
42,60.0,0,0.0,0,0.0,0,546687898.089172,531795541.4012738,645688535.0318471,681286624.2038217,852424840.7643312,730254140.1273885,1143818471.337579,1759696178.343949,2810409554.140127,3012733121.019108,3463347770.700637,2114657324.840764,968381528.6624204,605095541.4012738,1676690445.859873,0.0,983644585.987261,1189780254.77707,2144213375.796178,731019108.2802547,538030573.2484076,781327388.5350318,3464219108.280255,2025412738.853503,3267068152.866242,4398259872.611465,4393524203.821656,2980550318.471337,3949254777.070064,5664289171.974522,8657184076.43312,8191542038.21656,10084513375.79618,5241389808.917197,7085122929.936305,9656210191.082802,514490445.8598726,-311028025.477707,736526751.5923567,False
43,270.0,3,1.285714285714286,0,0.0,7,7600384076.433121,7373111464.968153,7251343949.044585,7257622929.936305,27462939490.44585,22736859872.61147,23246486624.20382,24051731847.13376,20109356687.89809,22545386624.20382,27046891082.80255,32139380891.71975,28212041401.27388,36275928662.42038,30246073248.40764,0.0,28740900000.0,37951504458.59872,35876050955.41401,2031764331.210191,11220373885.35032,4697363057.324841,60790445.85987261,34000435668.78981,45121906369.42675,49409639490.44585,54199264331.21019,48860026751.59235,53939960509.55414,73312723566.87898,84240085350.31847,16701285987.26115,25322910828.02548,30635387261.1465,37440671974.52229,27573371974.52229,-4359633121.019108,-14828091082.80255,-25208489171.97452,True
44,20.0,1,1.0,0,0.0,1,42324840.76433121,42293630.57324841,49234394.9044586,54534394.9044586,42324840.76433121,42293630.57324841,49234394.9044586,54534394.9044586,13012738.85350318,16238216.56050955,23938853.50318472,25740127.38853503,26448407.6433121,12287898.08917197,24466242.03821656,24196178.34394904,26448407.6433121,12287898.08917197,24466242.03821656,24196178.34394904,9408917.197452229,2561146.496815287,0.0,2651592.356687898,12849681.52866242,620382.1656050956,5079617.834394904,14903821.65605095,20916560.50955414,11755414.01273885,13623566.87898089,266898089.1719745,414464331.2101911,165507006.3694268,187718471.3375796,334848407.6433121,53033757.96178344,48671337.57961784,54531210.1910828,True
45,40.0,25,5.590909090909091,5,2021038.152866242,22,43892212101.91083,69216270700.63693,80363397452.2293,83367462420.38216,59975713375.79617,77136457961.78343,84913705095.5414,93892157961.78345,4777107006.369427,4987873885.350318,3169609554.140127,3981950955.414013,34854773885.35032,10007145222.92994,12179130573.24841,10782043949.04459,35652482165.60509,11190498726.11465,13387908280.25478,12440570063.69427,8361146.496815287,17608917.19745223,15596815.2866242,3828038853.503185,57248783439.49044,3710361146.496815,4590614649.681528,4619019108.280254,57740483439.49044,4152836305.732484,5064910828.025477,17855691082.80255,17254775796.17834,12865523566.87898,14858356050.95541,15466775159.23567,5248730573.248407,3861665605.095541,1988546496.815286,True
46,70.0,0,0.0,0,0.0,0,11804492993.63057,11351808917.19745,13274640764.33121,14810321656.05096,13314503821.65605,12898835031.84713,14488642038.21656,16872326114.64968,947045222.9299364,752859872.611465,1377420382.165605,1533441401.273885,0.0,0.0,0.0,0.0,3431885987.261147,3181551592.356688,3633145222.929936,7207642675.159235,3083156687.898089,49681.52866242038,12101.91082802548,1773618471.337579,1915357324.840764,2011210191.082802,2587301910.828025,5405163694.267516,2471420382.165605,2463273885.350318,3075580891.719745,18698442038.21656,21847791719.74522,12250995541.40127,12039738216.56051,15663200000.0,-3834642675.159236,103996178.343949,5249129936.305733,False
47,0.0,12,6.0,1,481414.0127388535,3,683301273.8853503,734204458.598726,721459235.6687897,691885350.3184713,707067515.9235668,752005732.4840764,740129299.3630573,709852229.299363,239167515.9235669,507617834.3949044,510652866.2420382,727901910.8280255,0.0,0.0,0.0,0.0,18645222.9299363,15025477.70700637,15266878.98089172,18253503.18471337,0.0,0.0,0.0,230489171.9745223,220750955.4140128,219740127.3885351,194293630.5732484,267688535.0318471,253689171.9745223,257099363.0573248,226073885.3503185,1764127388.535032,1917192993.630573,1106257961.783439,1197884713.375796,1201806369.426752,127055414.0127388,360609554.1401274,273391719.7452229,True
48,100.0,309,299.9090909090909,11,3702965.439490446,11,561600636.9426751,813531210.1910827,753043949.044586,852494267.5159235,682524203.821656,920415286.6242038,1189652866.242038,1527770700.636943,3565612101.910828,3477757961.783439,5710339490.44586,7466464968.152866,0.0,0.0,2385401910.828025,2433445222.929936,43066242.03821656,40570700.63694268,2781398089.171974,3068542038.21656,957884076.433121,1394196815.286624,354863694.2675159,2899596815.286624,3181334394.904459,4393400000.0,7860082165.605095,3893841401.273885,4149229936.305732,5847914012.738853,8282163057.324841,4407676433.121019,7267658598.726114,3257802547.7707,3698812738.853503,5797979617.834394,46003821.65605095,150203184.7133758,201142038.2165605,True
49,10.0,18,8.23404255319149,29,12958986.87898089,47,1305772611.464968,1408884713.375796,1572635668.789809,1478232484.076433,2469559235.66879,2611089808.917197,2281171974.522293,2460121656.050956,3329694267.515924,3492317197.452229,3208249681.528662,3061780891.719745,968485987.2611464,1464968152.866242,713375796.1783439,0.0,1355433121.019108,1788605095.541401,920266242.0382164,434215923.566879,1747229299.363057,2063694267.515924,2993630573.248407,3127336305.732484,3486742675.159235,2807107006.369427,3162541401.273885,5114044585.987261,5063828025.477707,5393377070.063694,6724233121.019108,13656620382.1656,12244978343.94904,12128256050.95541,11762454140.12739,10797797452.2293,390436942.6751592,366785350.3184713,1270058598.726115,True
50,20.0,0,0.0,0,0.0,0,136063694.2675159,174301273.8853503,172356687.8980892,153161146.4968153,159138853.5031847,196035031.8471338,183100000.0,162196178.343949,146695541.4012739,154388535.0318471,202286624.2038217,138274522.2929936,25405732.48407644,89167515.92356688,123964968.1528662,46639490.44585987,36776433.12101911,103945222.9299363,137820382.1656051,61981528.66242038,92444585.98726116,64821656.05095541,44343949.04458599,79794267.51592356,79150955.41401273,94717197.45222928,90667515.92356688,181647770.7006369,188696815.2866242,171029299.3630573,146607643.3121019,768952229.299363,858737579.6178343,613130573.2484076,632285350.3184713,649022292.9936305,10901910.82802548,32452866.24203822,14001273.88535032,False
51,10.0,42,24.0,3,2033315.541401274,4,6808094267.515924,7036003821.656051,8479464331.210191,8802056687.898088,18214252866.24204,8291453503.184713,14221838853.50318,9958890445.859873,2707420382.165605,4391261146.496815,5936829299.363057,452845859.8726115,0.0,52356050.95541401,0.0,3537579.617834395,308358598.7261146,340215286.6242038,401248407.6433121,299536305.732484,20319860509.55414,8908224840.76433,12218601273.88535,5164210828.025477,2396838853.503185,3892785350.318471,5338248407.643312,25722717197.45223,17241600000.0,13151957324.84076,17909272611.46497,44164615923.56688,49110786624.20382,16002068789.80892,16389705732.48408,18562091719.74522,8597275159.235668,30578936305.73248,22302004458.59872,True
52,30.0,12,8.0,1,382340.9936305732,2,508254140.1273885,646170700.6369426,653066242.0382166,0.0,741738216.5605096,840291082.8025477,975639490.4458598,0.0,854645859.8726114,880207643.3121018,935019108.2802548,0.0,322592993.6305732,265605095.5414013,573248407.6433121,0.0,380705095.5414013,331686624.2038217,652022929.9363058,0.0,157926114.6496815,17562420.3821656,0.0,551105095.5414013,498300000.0,767166242.0382165,0.0,852849681.5286624,613991082.8025477,942568152.866242,0.0,3025222292.99363,0.0,2517436942.675159,2154569426.751592,0.0,389091719.7452229,0.0,320576433.1210191,True
53,50.0,0,0.0,0,0.0,0,1195827388.535032,1164329299.363057,1206921656.050955,1411301273.88535,1288542675.159236,1504151592.356688,2281870063.694268,1901012101.910828,1787563694.267516,6093263694.267516,9392371337.579617,10214115286.6242,2541822292.99363,6861596815.286624,8041848407.643311,4318382802.547771,3694487261.146497,11146857961.78344,10873599363.05732,10615998726.11465,626517834.3949044,154823566.8789809,4162259872.611465,971616560.509554,1817073885.350318,7201723566.878981,4068375796.178344,1758509554.140127,2391110828.025477,7437226114.649681,8571458598.726114,3287504458.598726,4770340127.388535,3322677707.006369,3534251592.356688,5039119745.22293,31307643.31210191,-516469426.7515923,-263392993.6305732,False
54,140.0,165,53.83516483516483,87,201788436.1719746,91,1522628662.420382,1723471337.579618,1891177070.063694,2101450955.414013,1603694904.458599,1739491082.802548,1923671974.522293,2416661146.496815,8673631210.191082,11475241401.27389,10101540764.33121,9048068789.808916,0.0,0.0,1557905095.541401,533526114.6496815,26894822292.99363,24304089171.97452,20016920382.1656,20522205095.5414,26114.64968152866,270754140.1273885,2736580254.77707,11715212101.91083,12563975159.23567,21534689171.97452,25985433121.01911,12161016560.50955,13381850955.41401,22440700000.0,29346238853.50319,9086391082.802547,5943995541.401274,6313697452.2293,8948797452.2293,7883607006.369427,411898726.1146497,-2158080891.719745,137593630.5732484,True
55,20.0,5,1.814814814814815,0,0.0,54,3813375.796178344,3096178.343949045,4801910.828025478,3705095.541401274,3813375.796178344,3096178.343949045,4801910.828025478,3705095.541401274,3755414.012738853,2819108.280254777,2920382.165605095,2218471.337579618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13346496.81528662,14877070.06369427,10021019.10828026,9264968.152866242,7415286.624203822,9801273.88535032,10328025.47770701,22611464.96815287,20362420.3821656,24678343.94904459,20349044.58598726,168372611.4649681,158581528.6624204,142605732.4840764,151129936.3057325,143437579.6178344,1381528.662420382,147770.7006369427,2596815.286624204,True
56,10.0,4,4.0,0,0.0,1,86801910.82802548,79805095.54140127,76449044.58598725,69447770.70063694,87079617.8343949,80092993.63057324,77145859.87261146,241369426.7515924,76615286.62420382,59908917.19745223,91730573.24840765,141789808.9171974,0.0,0.0,0.0,27650318.47133758,8259872.611464968,8091719.74522293,7397452.229299363,34654777.0700637,0.0,0.0,3821.656050955414,39010191.08280255,29817197.4522293,36717834.39490446,52191082.80254777,43769426.75159235,34722292.99363057,41585987.26114649,57029936.30573248,851426114.6496814,698034394.9044585,660556050.9554139,705921656.0509554,564246496.8152866,31005095.54140127,35001273.88535032,72141401.27388535,True
57,240.0,0,0.0,0,0.0,0,14488421019.10828,15343462420.38217,0.0,0.0,19806471337.57962,21570757961.78344,0.0,0.0,26357545222.92993,34581621019.10828,0.0,0.0,5451438853.503184,7061373248.407643,0.0,0.0,24626990445.85987,28175557324.84076,0.0,0.0,8704458.598726114,0.0,0.0,6742778980.89172,8152236942.675159,0.0,0.0,12584367515.92357,15875549044.58599,0.0,0.0,0.0,0.0,12923192356.6879,0.0,0.0,4158690445.859872,0.0,0.0,False
58,30.0,0,0.0,0,0.0,0,105095.5414012739,97452.22929936304,97452.22929936304,97452.22929936304,105095.5414012739,97452.22929936304,97452.22929936304,97452.22929936304,2227388.535031847,1952866.242038216,526751.5923566879,561783.4394904459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1873885.350318471,991082.8025477708,1073248.407643312,1998726.114649681,1587261.146496815,45859.87261146497,43312.10191082802,3872611.464968153,2605732.484076433,1036942.675159236,1116560.50955414,11654140.12738854,16410191.08280255,9160509.554140126,11637579.6178344,16391719.74522293,5095.541401273885,1273.885350318471,16560.50955414013,False
59,10.0,14,3.886178861788618,34,57049638.01273884,123,52545222.92993631,55239490.44585987,53294904.45859873,74985350.31847133,52694267.51592357,55407006.36942675,53457961.78343949,75166242.03821656,119194904.4585987,92878980.89171974,97156050.955414,131816560.5095541,0.0,0.0,0.0,0.0,1238853.503184713,1210828.025477707,1187261.146496815,34596178.34394904,41730573.24840764,16942675.15923567,955414.0127388536,147215286.6242038,141626114.6496815,180888535.0318471,187733121.0191083,188945859.8726114,151180254.77707,197831210.1910828,188688535.0318471,1732917197.452229,1798047133.757962,1359746496.815287,1549323566.878981,1641109554.140127,42417834.39490446,7723566.878980892,47388535.03184713,True
60,80.0,28,27.5,2,2163419.006369426,2,11391794904.4586,3622735031.847134,3003247770.700637,0.0,27315317834.39491,10623975159.23567,18702292993.63057,0.0,19185063057.32484,16466516560.50955,16587425477.70701,0.0,19348611464.96815,23894282165.60509,0.0,0.0,46424588535.03185,55870895541.40127,30421182165.60509,0.0,10129608280.25478,25986301273.88535,0.0,8163727388.535031,3296994267.515924,14697361783.43949,0.0,21404233757.96178,10851614012.73885,43890962420.38216,0.0,11048553503.18471,0.0,4562754140.127388,11110622929.93631,0.0,-2165145222.929936,0.0,-62069426.75159235,True
61,150.0,28,17.22222222222222,7,16429598.98089172,9,6250041401.273885,6016845222.929936,7067836305.732484,7850396178.343948,7395733757.961783,7275798726.11465,9080473885.35032,10922077707.00637,21243125477.707,24475507006.36943,20653443949.04458,22391403184.71337,2889152229.299363,2734606369.426752,2721175159.235669,3221526114.649682,48192326114.64968,57382840764.33121,72370382802.54778,82673901273.88535,3506752866.242038,630374522.2929937,1235153503.184713,18006695541.40127,17222014012.73885,4776484076.433121,13012299363.05732,21864699363.05732,19773519745.22293,5660543312.101911,15239265605.09554,11273680891.71975,13208016560.50955,12821745222.92994,11663672611.46497,12689282165.6051,-1332223566.878981,1442675.159235669,-389991719.7452229,True
