Наименование ДП,Итого,"Макс. ПДЗ за 2020 год, дней","Сред. ПДЗ за 2020 год, дней","Кол-во просрочек свыше 5-ти дней за 2020 год, шт.","Общая сумма ПДЗ свыше 5-ти дней за 2020 год, руб.","2019, Основные средства , RUB","2016, Заёмные средства (долгосрочные), RUB","2017, Заёмные средства (долгосрочные), RUB","2018, Заёмные средства (долгосрочные), RUB","2019, Заёмные средства (долгосрочные), RUB","2017, Долгосрочные обязательства, RUB","2018, Долгосрочные обязательства, RUB","2019, Долгосрочные обязательства, RUB","2018, Краткосрочные обязательства, RUB",Факт просрочки
497,10.0,0,0.0,0,0.0,1348407.643312102,0.0,908280.25477707,0.0,0.0,908280.25477707,0.0,295541.4012738853,27324840.76433121,False
498,10.0,14,4.333333333333333,2,598685.4649681529,83678980.89171974,0.0,0.0,0.0,89521019.10828026,0.0,0.0,89521019.10828026,11552866.24203822,True
499,60.0,0,0.0,0,0.0,818403821.6560509,0.0,77856687.89808917,882371337.5796179,1942796178.343949,77856687.89808917,966259872.611465,2273350955.414012,141585987.2611465,False
500,0.0,0,0.0,0,0.0,2063466242.038217,10620382.16560509,0.0,0.0,0.0,167433121.0191083,143515286.6242038,403209554.1401274,244975796.178344,False
501,10.0,0,0.0,0,0.0,35115286.62420382,0.0,0.0,0.0,0.0,0.0,0.0,25174522.29299363,174843949.044586,False
502,70.0,34,9.366666666666667,20,8731191.579617832,1595581528.662421,0.0,317012738.8535032,319656050.955414,2449550318.471337,322592993.6305732,325099363.0573248,2456378343.949045,374812101.910828,True
503,20.0,1,1.0,0,0.0,69522929.93630573,0.0,0.0,427343949.0445859,436747770.7006369,0.0,427724840.7643312,437028662.4203821,697273885.3503184,True
504,10.0,11,4.652631578947369,25,8895272.388535032,99702547.77070063,0.0,0.0,0.0,0.0,20382.16560509554,1910.828025477707,118471.3375796178,667278980.8917197,True
505,10.0,14,5.474358974358975,25,7434179.878980892,97742675.15923569,0.0,0.0,0.0,0.0,10191.08280254777,19745.2229299363,165605.0955414013,601570063.6942675,True
506,20.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,16942675.15923567,0.0,0.0,16942675.15923567,0.0,False
507,80.0,163,55.86666666666667,12,5764854.535031848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105576433.1210191,True
508,80.0,21,12.5,1,382127.3885350318,169371974.522293,0.0,139333757.9617834,74274522.29299363,233364968.1528662,139333757.9617834,74274522.29299363,233384713.3757962,195838853.5031847,True
509,10.0,0,0.0,0,0.0,502547.7707006369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13800636.94267516,False
510,40.0,10,5.25,3,1754329.286624204,80982802.5477707,0.0,0.0,0.0,0.0,0.0,0.0,1609554.140127388,5758598.726114649,True
511,10.0,334,88.1875,45,99114967.12738852,122987261.1464968,0.0,0.0,0.0,0.0,50955.41401273885,1480891.719745223,7420382.165605095,988022929.9363056,True
512,0.0,0,0.0,0,0.0,1061845859.872611,0.0,0.0,0.0,0.0,109317834.3949044,111068152.866242,117113375.7961783,134748407.6433121,False
513,30.0,4,4.0,0,0.0,13840764.33121019,0.0,0.0,0.0,0.0,45222.92993630573,46496.8152866242,56050.95541401274,139885987.2611465,True
514,30.0,20,4.96969696969697,48,31096980.3821656,8804458.598726114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19224840.76433121,True
515,0.0,3,2.25,0,0.0,12572611.46496815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158316560.5095541,True
516,30.0,0,0.0,0,0.0,424633121.0191082,0.0,0.0,23316560.50955414,396852866.2420382,0.0,23324203.82165605,396912738.8535032,2112101.910828025,False
517,20.0,6,2.454545454545455,2,3076376.292993631,323421019.1082802,124076433.1210191,82087898.08917198,40000000.0,12414649.68152866,82087898.08917198,40000000.0,12414649.68152866,341896178.343949,True
518,20.0,2,2.0,0,0.0,4029936.305732484,4045859.872611465,5477070.063694268,3911464.968152866,12647770.70063694,5477070.063694268,3911464.968152866,12647770.70063694,13748407.6433121,True
519,20.0,7,2.5,1,234217.1847133757,1619108.280254777,0.0,0.0,4405732.484076433,5568789.808917197,0.0,4405732.484076433,5568789.808917197,52439490.44585987,True
520,30.0,11,4.074074074074074,8,11343483.82165605,9827470700.636942,0.0,0.0,0.0,0.0,0.0,0.0,560509.5541401274,3364377707.006369,True
521,10.0,3,3.0,0,0.0,16861146.49681529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4178980.891719745,True
522,10.0,4,1.75,0,0.0,10603821.65605096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
523,10.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
524,20.0,13,5.0,1,378264.7515923567,86624.20382165605,0.0,367515.9235668789,0.0,0.0,367515.9235668789,0.0,0.0,589171.974522293,True
525,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
526,70.0,0,0.0,0,0.0,1210191.082802548,8025477.707006369,6755414.012738854,31949044.58598726,37752229.29936305,6755414.012738854,31949044.58598726,37752229.29936305,49657961.78343949,False
527,0.0,0,0.0,0,0.0,107295541.4012739,0.0,0.0,0.0,0.0,3155414.012738853,2354777.070063694,796815.2866242038,156249044.5859872,False
528,50.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
529,70.0,0,0.0,0,0.0,759872.6114649681,27874522.29299363,158012738.8535032,166636942.6751592,120895541.4012739,158021019.1082802,190368152.866242,157891082.8025478,568098089.1719745,False
530,10.0,0,0.0,0,0.0,2043312.101910828,0.0,0.0,0.0,0.0,0.0,0.0,2374522.29299363,11194267.51592357,False
